"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","WT01","WT02","WT03","WT07","WT08"
"USW00003145","YUMA MCAS, AZ US","2015-03-30","0.00","0.0","0.0","97","66",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-03-31","0.00","0.0","0.0","96","64",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-01","0.00","0.0","0.0","90","62",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-02","0.00","0.0","0.0","88","64",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-04-03","0.00","0.0","0.0","88","65",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-04","0.00","0.0","0.0","90","59",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-05","0.00","0.0","0.0","85","59",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-06","0.00","0.0","0.0","81","57",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-07","0.00","0.0","0.0","79","56",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-08","0.00","0.0","0.0","78","56",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-09","0.00","0.0","0.0","83","52",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-04-10","0.00","0.0","0.0","87","58",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-04-11","0.00","0.0","0.0","87","59",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-12","0.00","0.0","0.0","86","65",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-13","0.00","0.0","0.0","92","64",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-14","0.00","0.0","0.0","95","65",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-15","0.00","0.0","0.0","81","62",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-16","0.00","0.0","0.0","81","56",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-17","0.00","0.0","0.0","87","55",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-04-18","0.00","0.0","0.0","92","60",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-19","0.00","0.0","0.0","93","62",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-20","0.00","0.0","0.0","93","60",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-21","0.00","0.0","0.0","86","65",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-22","0.00","0.0","0.0","83","62",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-23","0.00","0.0","0.0","82","63",,,"    1",,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-04-24","0.00","0.0","0.0","82","59",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-04-25","0.00","0.0","0.0","77","61",,,,"    1","    1"
"USW00003145","YUMA MCAS, AZ US","2015-04-26","0.00","0.0","0.0","86","57",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-27","0.00","0.0","0.0","90","63",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-28","0.00","0.0","0.0","99","62",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-04-29","0.00","0.0","0.0","100","70",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-04-30","0.00","0.0","0.0","102","70",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-01","0.00","0.0","0.0","100","69",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-02","0.00","0.0","0.0","98","71",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-03","0.00","0.0","0.0","94","72",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-04","0.00","0.0","0.0","89","70",,,"    1",,
"USW00003145","YUMA MCAS, AZ US","2015-05-05","0.00","0.0","0.0","91","65",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-06","0.00","0.0","0.0","85","67",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-05-07","0.00","0.0","0.0","84","61",,,,"    1","    1"
"USW00003145","YUMA MCAS, AZ US","2015-05-08","0.00","0.0","0.0","75","57",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-09","0.00","0.0","0.0","81","55",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-10","0.00","0.0","0.0","91","61",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-11","0.00","0.0","0.0","96","66",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-05-12","0.00","0.0","0.0","91","68",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-13","0.00","0.0","0.0","90","66",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-14","0.00","0.0","0.0","78","65",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-15","0.31","0.0","0.0","69","55","    1",,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-16","0.00","0.0","0.0","80","51","    1","    1",,,
"USW00003145","YUMA MCAS, AZ US","2015-05-17","0.00","0.0","0.0","88","66",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-18","0.00","0.0","0.0","86","65",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-19","0.00","0.0","0.0","88","62",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-05-20","0.00","0.0","0.0","91","64",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-05-21","0.00","0.0","0.0","86","65",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-05-22","0.00","0.0","0.0","81","62",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-23","0.00","0.0","0.0","85","60",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-24","0.00","0.0","0.0","86","61",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-25","0.00","0.0","0.0","92","68",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-26","0.00","0.0","0.0","94","67",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-27","0.00","0.0","0.0","95","69",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-28","0.00","0.0","0.0","99","67",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-05-29","0.00","0.0","0.0","101","70",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-30","0.00","0.0","0.0","105","71",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-05-31","0.00","0.0","0.0","106","75",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-01","0.00","0.0","0.0","105","74",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-02","0.00","0.0","0.0","102","72",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-03","0.00","0.0","0.0","100","71",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-04","0.00","0.0","0.0","98","69",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-05","0.00","0.0","0.0","96","70",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-06","0.00","0.0","0.0","94","68",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-07","0.00","0.0","0.0","101","71",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-08","0.00","0.0","0.0","103","75",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-09","0.31","0.0","0.0","89","74","    1",,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-10","0.00","0.0","0.0","97","70","    1","    1",,,
"USW00003145","YUMA MCAS, AZ US","2015-06-11","0.00","0.0","0.0","100","74",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-12","0.00","0.0","0.0","103","75",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-13","0.00","0.0","0.0","105","76",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-14","0.00","0.0","0.0","108","78",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-15","0.00","0.0","0.0","111","78",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-16","0.00","0.0","0.0","111","81",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-17","0.00","0.0","0.0","114","79",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-18","0.00","0.0","0.0","116","82",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-19","0.00","0.0","0.0","114","78",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-20","0.00","0.0","0.0","110","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-21","0.00","0.0","0.0","108","80",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-22","0.00","0.0","0.0","110","80",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-23","0.00","0.0","0.0","112","79",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-24","0.00","0.0","0.0","111","81",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-06-25","0.00","0.0","0.0","100","83",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-26","0.00","0.0","0.0","105","83",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-27","0.00","0.0","0.0","107","83",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-28","0.00","0.0","0.0","105","84",,,"    1",,
"USW00003145","YUMA MCAS, AZ US","2015-06-29","0.00","0.0","0.0","109","87",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-06-30","0.02","0.0","0.0","103","85",,,"    1","    1","    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-01","0.06","0.0","0.0","96","81",,,"    1",,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-02","0.00","0.0","0.0","107","80",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-03","0.00","0.0","0.0","110","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-04","0.00","0.0","0.0","109","87",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-05","0.00","0.0","0.0","105","84",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-06","0.00","0.0","0.0","106","84",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-07","0.00","0.0","0.0","109","83",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-08","0.00","0.0","0.0","106","81",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-09","0.00","0.0","0.0","101","77",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-10","0.00","0.0","0.0","98","77",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-11","0.00","0.0","0.0","99","76",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-12","0.00","0.0","0.0","106","75",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-13","0.00","0.0","0.0","109","80",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-14","0.00","0.0","0.0","110","84",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-15","0.00","0.0","0.0","105","80",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-16","0.00","0.0","0.0","108","80",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-17","0.00","0.0","0.0","106","85",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-18","0.02","0.0","0.0","102","80",,,"    1","    1","    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-19","0.01","0.0",,"96","78",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-20","0.00","0.0","0.0","101","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-21","0.00","0.0","0.0","105","82",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-22","0.00","0.0","0.0","104","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-23","0.00","0.0","0.0","105","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-24","0.00","0.0","0.0","107","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-25","0.00","0.0","0.0","111","84",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-26",,,,"109","84",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-27","0.00","0.0","0.0","107","80",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-07-28","0.00","0.0","0.0","107","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-07-29","0.00","0.0","0.0","105","88",,,"    1",,
"USW00003145","YUMA MCAS, AZ US","2015-07-30","0.00","0.0","0.0","109","86",,,"    1",,
"USW00003145","YUMA MCAS, AZ US","2015-07-31","0.00","0.0","0.0","111","88",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-01","0.00","0.0","0.0","112","90",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-02","0.00","0.0","0.0","112","87",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-03","0.00","0.0","0.0","112","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-04","0.00","0.0","0.0","112","83",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-05","0.00","0.0","0.0","113","84",,,,"    1",
"USW00003145","YUMA MCAS, AZ US","2015-08-06","0.00","0.0","0.0","111","89",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-07","0.00","0.0","0.0","109","88",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-08","0.00","0.0","0.0","106","84",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-09","0.00","0.0","0.0","108","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-10","0.00","0.0","0.0","107","83",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-11","0.00","0.0","0.0","109","80",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-12","0.00","0.0","0.0","109","88",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-13","0.00","0.0","0.0","114","91",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-14","0.00","0.0","0.0","115","89",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-15","0.00","0.0","0.0","117","89",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-16","0.00","0.0","0.0","110","90",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-17","0.00","0.0","0.0","110","88",,,,"    1","    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-18","0.00","0.0","0.0","110","85",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-19","0.00","0.0","0.0","108","84",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-20","0.00","0.0","0.0","105","84",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-21","0.00","0.0","0.0","104","86",,,,"    1","    1"
"USW00003145","YUMA MCAS, AZ US","2015-08-22","0.00","0.0","0.0","106","86",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-23","0.00","0.0","0.0","108","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-24","0.00","0.0","0.0","108","86",,,"    1",,
"USW00003145","YUMA MCAS, AZ US","2015-08-25","0.00","0.0","0.0","100","85",,,"    1",,
"USW00003145","YUMA MCAS, AZ US","2015-08-26","0.00","0.0","0.0","108","87",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-27","0.00","0.0","0.0","110","88",,,"    1",,
"USW00003145","YUMA MCAS, AZ US","2015-08-28","0.00","0.0","0.0","111","89",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-29","0.00","0.0","0.0","113","88",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-30","0.00","0.0","0.0","110","88",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-08-31","0.00","0.0","0.0","107","84",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-01","0.00","0.0","0.0","104","85",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-02","0.00","0.0","0.0","104","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-03","0.00","0.0","0.0","106","79",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-04","0.00","0.0","0.0","103","84",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-05","0.00","0.0","0.0","101","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-06","0.00","0.0","0.0","104","86",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-07","0.00","0.0","0.0","106","85",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-08","0.91","0.0","0.0","109","77","    1",,"    1","    1","    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-09","0.00","0.0","0.0","90","80",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-10","0.00","0.0","0.0","92","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-11","0.00","0.0","0.0","102","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-12","0.00","0.0","0.0","95","85",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-13","0.00","0.0","0.0","105","83",,,,"    1","    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-14","0.00","0.0","0.0","102","83",,,,"    1",
"USW00003145","YUMA MCAS, AZ US","2015-09-15","0.00","0.0","0.0","99","78",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-16","0.00","0.0","0.0","96","79",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-17","0.00","0.0","0.0","98","74",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-18","0.00","0.0","0.0","101","74",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-19","0.00","0.0","0.0","104","78",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-20","0.00","0.0","0.0","104","81",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-21","0.01","0.0","0.0","88","79",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-22","0.03","0.0","0.0","96","80",,,"    1",,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-23","0.00","0.0","0.0","100","77",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-24","0.00","0.0","0.0","107","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-25","0.00","0.0","0.0","110","83",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-26","0.00","0.0","0.0","107","85",,,,,"    1"
"USW00003145","YUMA MCAS, AZ US","2015-09-27","0.00","0.0","0.0","107","82",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-28","0.00","0.0","0.0","105","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-29","0.00","0.0","0.0","105","79",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-09-30","0.00","0.0","0.0","106","81",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-10-01","0.00","0.0","0.0","104","78",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-10-02","0.00","0.0","0.0","96","75",,,,,
"USW00003145","YUMA MCAS, AZ US","2015-10-03","0.00","0.0","0.0","96","68",,,,,
